year,symbol,fiscalDateEnding,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,reportedEPS,Sector,Industry,futureEPS
2017,AXP,2017-12-31,181000000000,32927000000.0,32927000000.0,32997000000.0,6867000000.0,,9366000000.0,4329000000.0,5455000000.0,3908000000.0,899000000.0,3009000000.0,3283000000.0,4182000000.0,70000000.0,-89662000000.0,1023000000.0,162935000000.0,6257000000.0,,,3278000000.0,3278000000.0,15946000000.0,23000000.0,55804000000.0,6115000000.0,,59082000000.0,-14926000000.0,24741000000.0,18261000000.0,-217000000.0,8307000000.0,172000000.0,859000000.0,5772000000,38990000000,26057000000,12179000000.0,-8943000000,12991000000.0,,14715000000,,6451000000.0,8563000000.0,2112000000.0,30427000000.0,,,207000000.0,7425000000,4677000000,2112000000.0,2736000000.0,3104000000.0,9537000000,9744000000.0,2748000000,5.89,FINANCE,FINANCE SERVICES,9.84
2017,BA,2017-12-31,112362000000,85194000000.0,8813000000.0,9992000000.0,72438000000.0,10516000000.0,24091000000.0,12672000000.0,17641000000.0,8132000000.0,2573000000.0,5559000000.0,2439000000.0,1260000000.0,1179000000.0,2417000000.0,2027000000.0,110706000000.0,74648000000.0,12202000000.0,,1335000000.0,600000000.0,35652000000.0,138000000.0,10380000000.0,683000000.0,,10980000000.0,15292000000.0,2015000000.0,1656000000.0,43454000000.0,49618000000.0,5061000000.0,1012261159.0,17393000000,94005000000,76612000000,75996000000.0,10344000000,4094000000.0,3179000000.0,7605000000,,-541000000.0,344000000.0,541000000.0,21000000.0,123000000.0,,240000000.0,10107000000,1649000000,360000000.0,8197000000.0,8444000000.0,10344000000,10888000000.0,8458000000,10.34,MANUFACTURING,AIRCRAFT,-11.05
2017,BAC,2017-12-31,2281234000000,378222000000.0,157434000000.0,366792000000.0,,,80510000000.0,9247000000.0,,71263000000.0,2312000000.0,68951000000.0,1079881000000.0,,209358000000.0,,,2014088000000.0,32666000000.0,,,32666000000.0,32666000000.0,,,227402000000.0,,31786000000.0,260068000000.0,,,267146000000.0,,113816000000.0,,10287302431.0,29213000000,87126000000,58139000000,16308000000.0,-15284000000,43123000000.0,,44497000000,,45239000000.0,57579000000.0,12340000000.0,41887000000.0,,,621000000.0,29213000000,10981000000,12912000000.0,18232000000.0,18438000000.0,41553000000,42174000000.0,18232000000,1.83,FINANCE,NATIONAL COMMERCIAL BANKS,3.24
2017,BKNG,2017-12-31,25451000000,9035000000.0,2542000000.0,7401477000.0,,1217801000.0,27288958000.0,480000000.0,543000000.0,4915000000.0,2177000000.0,2738000000.0,5310773000.0,10873000000.0,4859873000.0,415527000.0,148000000.0,14187000000.0,3498000000.0,,151200000.0,,710910000.0,8957849000.0,,8810000000.0,710910000.0,8810000000.0,8809788000.0,1138980000.0,147000000.0,11261000000.0,8699000000.0,13938869000.0,0.0,48676000.0,12439000000,12681000000,242000000,242000000.0,4538000000,1147499000.0,189344000.0,7901000000,157000000.0,-253976000.0,24000.0,254000000.0,-2366000.0,114306000.0,187231000.0,363000000.0,4398765000,2058000000,256342000.0,2340765000.0,2714000000.0,4538000000,5015765000.0,2340765000,77.1,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,100.75
2017,BLK,2017-12-31,220217000000,35420000000.0,7038000000.0,7038000000.0,-779000000.0,,184797000000.0,592000000.0,,17389000000.0,17389000000.0,13220000000.0,,1981000000.0,779000000.0,-10268000000.0,,187926000000.0,1161000000.0,,,,5014000000.0,186765000000.0,,5014000000.0,5014000000.0,,5014000000.0,24446000000.0,176060000000.0,31825000000.0,-3967000000.0,16966000000.0,2000000.0,165075334.0,6789000000,13600000000,6811000000,6811000000.0,5254000000,1446000000.0,0.0,1535000000,,-156000000.0,49000000.0,205000000.0,,210000000.0,,89000000.0,5259000000,270000000,,5007000000.0,,5254000000,5343000000.0,4952000000,22.16,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",35.36
2017,BMY,2017-12-31,33551000000,14854000000.0,5421000000.0,6812000000.0,1166000000.0,6300000000.0,17509000000.0,5001000000.0,3986000000.0,8073000000.0,1210000000.0,6863000000.0,3884000000.0,2480000000.0,1391000000.0,576000000.0,1533000000.0,21704000000.0,9563000000.0,2248000000.0,,987000000.0,987000000.0,12186000000.0,,6975000000.0,0.0,6975000000.0,7962000000.0,6245000000.0,1164000000.0,11741000000.0,19249000000.0,31160000000.0,221000000.0,1636000000.0,14682000000,20776000000,6094000000,6014000000.0,3375000000,4751000000.0,6468000000.0,11335000000,154000000.0,-196000000.0,33000000.0,196000000.0,-109000000.0,1685000000.0,682000000.0,190000000.0,5163000000,4156000000,305000000.0,1050000000.0,1221000000.0,5359000000,5549000000.0,1007000000,3.01,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,7.8
2017,BRK-B,2017-12-31,702095000000,47770000000.0,31583000000.0,31583000000.0,17366000000.0,,120402000000.0,148288000000.0,,120402000000.0,39144000000.0,81258000000.0,191893000000.0,223276000000.0,170540000000.0,22482000000.0,,350141000000.0,44820000000.0,,,,6320000000.0,152874000000.0,,22876000000.0,6320000000.0,,22876000000.0,8999000000.0,209479000000.0,348296000000.0,1763000000.0,255786000000.0,8000000.0,1343052908.0,239089000000,239933000000,3048000000,133832000000.0,236041000000,1579000000.0,,3048000000,,-5394000000.0,-1008000000.0,4386000000.0,718000000.0,2938000000.0,6968000000.0,1469000000.0,23425000000,-21515000000,5394000000.0,45353000000.0,66213000000.0,27811000000,29280000000.0,44940000000,5.86,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",13.98
2017,BSX,2017-12-31,19042000000,3822000000.0,188000000.0,188000000.0,1078000000.0,1548000000.0,15510000000.0,1697000000.0,2928000000.0,12835000000.0,5837000000.0,6998000000.0,353000000.0,290000000.0,15000000.0,942000000.0,688000000.0,16594000000.0,5654000000.0,530000000.0,,1801000000.0,1801000000.0,8745000000.0,1000000.0,3815000000.0,1801000000.0,,3815000000.0,867000000.0,2370000000.0,7011000000.0,1717000000.0,-8390000000.0,16000000.0,1373496628.0,6455000000,8819000000,6561000000,2593000000.0,1285000000,3294000000.0,997000000.0,5170000000,,-229000000.0,5000000.0,229000000.0,9048000000.0,-124000000.0,279000000.0,565000000.0,932000000,828000000,229000000.0,105000000.0,45000000.0,1285000000,1726000000.0,104000000,1.26,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1.75
2017,BX,2017-12-31,34415919000,1992497000.0,1992497000.0,1992497000.0,,,2314586000.0,126566000.0,219309000.0,2188020000.0,409828000.0,1778192000.0,24434049000.0,24434049000.0,1929531000.0,-2028984000.0,,20692828000.0,118840000.0,,,118840000.0,118840000.0,14815436000.0,,15166859000.0,14976074000.0,,15285699000.0,10803628000.0,273220000.0,13723091000.0,,,6670365000.0,668817896.0,6782492000,7145015000,336561000,2930815000.0,2921859000,466316000.0,,3727404000,-57790000.0,-197486000.0,3478973000.0,197486000.0,6434212000.0,725452000.0,25200000.0,46776000.0,2214521000,743147000,197486000.0,3373954000.0,1500243000.0,2412007000,2458783000.0,1471374000,2.81,FINANCE,INVESTMENT ADVICE,5.17
2017,C,2017-12-31,1842465000000,531532000000.0,180516000000.0,432072000000.0,-702576000000.0,,26844000000.0,,,27402000000.0,5146000000.0,22256000000.0,595790000000.0,603846000000.0,251556000000.0,704312000000.0,,1640793000000.0,44452000000.0,,,44452000000.0,44452000000.0,66498000000.0,,236709000000.0,44452000000.0,205300000000.0,281161000000.0,-65161000000.0,58144000000.0,200740000000.0,30309000000.0,138425000000.0,31000000.0,2606100000.0,64993000000,72444000000,7451000000,32738000000.0,-11275000000,33233000000.0,,33927000000,,45061000000.0,61579000000.0,16518000000.0,27383000000.0,1437000000.0,,603000000.0,22590000000,29388000000,16517000000.0,-6687000000.0,-9589000000.0,39108000000,39711000000.0,-6798000000,5.33,FINANCE,NATIONAL COMMERCIAL BANKS,7.21
2017,CAT,2017-12-31,76962000000,36244000000.0,8320000000.0,8261000000.0,10018000000.0,,39268000000.0,9823000000.0,17383000000.0,8311000000.0,2111000000.0,6200000000.0,1756000000.0,243000000.0,338000000.0,1772000000.0,2027000000.0,63196000000.0,26931000000.0,6487000000.0,,4837000000.0,4837000000.0,36546000000.0,437000000.0,20412000000.0,11031000000.0,23847000000.0,25249000000.0,8220000000.0,4053000000.0,13766000000.0,17005000000.0,26301000000.0,5593000000.0,597600000.0,11416000000,45462000000,31260000000,31049000000.0,4460000000,4999000000.0,1842000000.0,41002000000,122000000.0,-531000000.0,409000000.0,531000000.0,-213000000.0,153000000.0,2555000000.0,323000000.0,4093000000,3339000000,,759000000.0,1601000000.0,4460000000,4783000000.0,754000000,6.88,TECHNOLOGY,CONSTRUCTION MACHINERY & EQUIP,14.28
2017,CMCSA,2017-12-31,187462000000,16343000000.0,3428000000.0,3447000000.0,9000000.0,8546000000.0,191886000000.0,38470000000.0,49916000000.0,141696000000.0,104916000000.0,36780000000.0,6950000000.0,6931000000.0,19000000.0,2468000000.0,4354000000.0,118846000000.0,21993000000.0,6908000000.0,1552000000.0,5134000000.0,5134000000.0,71135000000.0,,66499000000.0,5134000000.0,71700000000.0,66499000000.0,7949000000.0,10972000000.0,68616000000.0,7517000000.0,38202000000.0,55000000.0,4657000000.0,66314000000,85029000000,18212000000,25384000000.0,18018000000,7742000000.0,,18020000000,136000000.0,-3086000000.0,2996000000.0,3086000000.0,,61000000.0,7914000000.0,10130000000.0,15166000000,-7569000000,3086000000.0,22900000000.0,22822000000.0,18252000000,28382000000.0,22735000000,2.06,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,3.65
2017,COP,2017-12-31,73362000000,16512000000.0,6325000000.0,8198000000.0,1060000000.0,4320000000.0,56850000000.0,45683000000.0,64748000000.0,,,,11248000000.0,9129000000.0,1873000000.0,1035000000.0,1107000000.0,42561000000.0,9397000000.0,4009000000.0,,2575000000.0,2575000000.0,24264000000.0,,22435000000.0,2575000000.0,,18929000000.0,1029000000.0,10754000000.0,30607000000.0,39906000000.0,29391000000.0,18000000.0,1191926.0,11527000000,32584000000,21057000000,12475000000.0,5793000000,427000000.0,100000000.0,3557000000,112000000.0,-1201000000.0,112000000.0,1201000000.0,2559000000.0,529000000.0,,6845000000.0,-2677000000,-1822000000,1098000000.0,-793000000.0,-180000000.0,-1476000000,10149000000.0,-855000000,0.73,ENERGY & TRANSPORTATION,PETROLEUM REFINING,13.49
2017,COST,2017-09-03,36347000000,17317000000.0,4546000000.0,5779000000.0,9834000000.0,1432000000.0,19030000000.0,18161000000.0,10180000000.0,,,,,,1233000000.0,272000000.0,869000000.0,25268000000.0,17495000000.0,9608000000.0,1498000000.0,86000000.0,383000000.0,7773000000.0,,6659000000.0,86000000.0,6573000000.0,6659000000.0,2725000000.0,1200000000.0,10778000000.0,,5988000000.0,4000000.0,437204000.0,4111000000,129025000000,124914000000,111882000000.0,4111000000,12950000000.0,,13032000000,,-134000000.0,89000000.0,134000000.0,129025000000.0,,,1370000000.0,4004000000,1325000000,134000000.0,2714000000.0,2764000000.0,4138000000,5481000000.0,2679000000,4.65,TRADE & SERVICES,RETAIL-VARIETY STORES,13.39
2017,CRM,2017-01-31,17584923000,5996827000.0,1607000000.0,2208887000.0,,3196643000.0,11271112000.0,1787534000.0,1198350000.0,8377374000.0,1113374000.0,7264000000.0,1169291000.0,566953000.0,602338000.0,557120000.0,486869000.0,10084796000.0,7295466000.0,115257000.0,5542802000.0,102106000.0,19594000.0,2826443000.0,701155000.0,2011849000.0,0.0,2008391000.0,2011849000.0,496857000.0,780939000.0,8230000000.0,,-464910000.0,708000.0,707460000.0,6203000000,8391984000,2188984000,2234000000.0,218000000,4885590000.0,1208000000.0,5985000000,27000000.0,-88988000.0,12000.0,89000000.0,0.0,-8000000.0,,632000000.0,179000000,-144000000,88988000.0,179632000.0,287000000.0,268000000,900000000.0,323000000,1.0,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,4.8
2017,CSCO,2017-07-29,129818000000,83703000000.0,11708000000.0,70492000000.0,1616000000.0,10002000000.0,42859000000.0,3322000000.0,9497000000.0,32305000000.0,2539000000.0,29766000000.0,59916000000.0,983000000.0,58784000000.0,1593000000.0,1511000000.0,63681000000.0,27583000000.0,1385000000.0,18494000000.0,7992000000.0,3245000000.0,36098000000.0,,30472000000.0,4747000000.0,25725000000.0,33717000000.0,4392000000.0,1450000000.0,66137000000.0,,20838000000.0,45253000000.0,4983000000.0,30224000000,48005000000,17781000000,17781000000.0,11973000000,11177000000.0,6059000000.0,18251000000,1338000000.0,-861000000.0,1338000000.0,861000000.0,47963000000.0,-163000000.0,,259000000.0,12287000000,2678000000,861000000.0,9609000000.0,9981000000.0,13148000000,13407000000.0,9609000000,2.39,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,3.36
2017,CVX,2017-12-31,253806000000,28560000000.0,4813000000.0,4822000000.0,5585000000.0,15353000000.0,224606000000.0,177712000000.0,166773000000.0,4531000000.0,4531000000.0,4531000000.0,32519000000.0,32497000000.0,9000000.0,2800000000.0,7017000000.0,104487000000.0,27737000000.0,14565000000.0,,15192000000.0,5192000000.0,89978000000.0,94000000.0,30234000000.0,6720000000.0,33477000000.0,35426000000.0,7980000000.0,,148124000000.0,40833000000.0,174106000000.0,1832000000.0,1904702000.0,51963000000,141722000000,89759000000,75765000000.0,28078000000,4110000000.0,433000000.0,21690000000,,-902000000.0,4015000000.0,902000000.0,1954000000.0,2610000000.0,,18526000000.0,9147000000,-48000000,902000000.0,13707000000.0,9449000000.0,10049000000,9528000000.0,9195000000,3.71,ENERGY & TRANSPORTATION,PETROLEUM REFINING,18.83
2017,DE,2017-10-29,65786000000,13239000000.0,9334900000.0,9334900000.0,3904100000.0,,7039700000.0,5068000000.0,,1251300000.0,218000000.0,1033000000.0,4792900000.0,182500000.0,451600000.0,36909700000.0,,56211800000.0,22692900000.0,,,,14154000000.0,25891300000.0,,4118700000.0,14153700000.0,25891300000.0,4118700000.0,-1195100000.0,7417900000.0,9557300000.0,15460800000.0,25301300000.0,4281000000.0,321600000.0,6019000000,29738000000,23719000000,20101500000.0,3574000000,3098000000.0,1373000000.0,4481500000,1575000000.0,-899500000.0,-500000.0,899000000.0,42000000.0,-23500000.0,726000000.0,18000000.0,3130000000,971000000,899500000.0,2159200000.0,3221000000.0,4029000000,4047000000.0,2159000000,6.64,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,23.33
2017,DHR,2017-12-31,46648600000,6850000000.0,630300000.0,630300000.0,1840800000.0,3521800000.0,39798600000.0,2223400000.0,2519400000.0,33435700000.0,11667100000.0,21768600000.0,45400000.0,45400000.0,0.0,857100000.0,538300000.0,20290400000.0,4792300000.0,1509900000.0,770900000.0,194700000.0,194700000.0,17220000000.0,,10522100000.0,194700000.0,10327400000.0,10522100000.0,2421700000.0,5161100000.0,26358200000.0,,22806100000.0,8100000.0,696600000.0,8571300000,18329700000,9758400000,6947500000.0,2572300000,5042600000.0,956400000.0,8024400000,7500000.0,-162700000.0,-22600000.0,140100000.0,0.0,72800000.0,538100000.0,661000000.0,2863100000,371000000,162700000.0,2172200000.0,3519600000.0,3003200000,3664200000.0,2492100000,4.03,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",10.95
2017,FI,2017-12-31,10289000000,1975000000.0,325000000.0,325000000.0,76420000.0,997000000.0,8337000000.0,390000000.0,786000000.0,7472000000.0,1882000000.0,5590000000.0,,30351000.0,81021000.0,603000000.0,368000000.0,7558000000.0,1938000000.0,80000000.0,552000000.0,3000000.0,3000000.0,5620000000.0,,4909000000.0,3000000.0,,4909000000.0,49974000.0,117000000.0,2731000000.0,8494000000.0,10240000000.0,8000000.0,208100000.0,1230000000,5696000000,4466000000,3024000000.0,1532000000,1150000000.0,,1432000000,2000000.0,-175000000.0,1000000.0,176000000.0,10000000.0,1000000.0,92000000.0,274000000.0,1404000000,158000000,176000000.0,1232000000.0,1268000000.0,1580000000,1854000000.0,1246000000,-0.61,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,-0.08
2017,GE,2017-12-31,369245000000,108245000000.0,43299000000.0,43397000000.0,19419000000.0,40846000000.0,186976000000.0,53874000000.0,35733000000.0,79094000000.0,20273000000.0,58821000000.0,38696000000.0,67557000000.0,98000000.0,4243000000.0,,292355000000.0,69052000000.0,15172000000.0,,24036000000.0,24036000000.0,182284000000.0,,110555000000.0,24655000000.0,,134591000000.0,20036000000.0,62976000000.0,56031000000.0,84902000000.0,117245000000.0,702000000.0,8680571000.0,2493000000,99279000000,119599000000,91934000000.0,-19483000000,14257000000.0,5504000000.0,21976000000,105000000.0,-1724000000.0,944000000.0,4869000000.0,118244000000.0,,4332000000.0,2290000000.0,-11292000000,-2808000000,,-8253000000.0,-4300000000.0,-19483000000,-17193000000.0,-8484000000,8.4,MANUFACTURING,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),3.01
2017,GILD,2017-12-31,70283000000,31823000000.0,7588000000.0,25510000000.0,801000000.0,3851000000.0,40561000000.0,3295000000.0,994000000.0,21259000000.0,17100000000.0,4159000000.0,34949000000.0,11184000000.0,17922000000.0,1661000000.0,,49841000000.0,11635000000.0,814000000.0,,2747000000.0,2747000000.0,38147000000.0,,33542000000.0,2747000000.0,30795000000.0,33542000000.0,11635000000.0,7352000000.0,20442000000.0,,19012000000.0,1000000.0,1308000000.0,21291000000,26107000000,4816000000,4371000000.0,14124000000,3878000000.0,3734000000.0,7612000000,,-1118000000.0,1190000000.0,1118000000.0,25994000000.0,523000000.0,233000000.0,52516.0,13513000000,8885000000,1118000000.0,4644000000.0,4515000000.0,14631000000,14647000000.0,4628000000,8.84,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",7.27
2017,GOOG,2017-12-31,197295000000,124308000000.0,10715000000.0,101871000000.0,749000000.0,18705000000.0,72987000000.0,42383000000.0,17264000000.0,19439000000.0,2692000000.0,16747000000.0,104357000000.0,13713000000.0,91156000000.0,2983000000.0,2672000000.0,44793000000.0,24183000000.0,3137000000.0,1772000000.0,0.0,0.0,20180000000.0,26000000.0,4026000000.0,3969000000.0,3943000000.0,4026000000.0,2874000000.0,3059000000.0,152502000000.0,,113247000000.0,40247000000.0,694783000.0,65272000000,110855000000,45583000000,45583000000.0,26178000000,19765000000.0,16625000000.0,36390000000,,-109000000.0,1312000000.0,109000000.0,-121000000.0,158000000.0,,6915000000.0,27193000000,14531000000,109000000.0,12506000000.0,14072000000.0,27302000000,38533000000.0,12662000000,1.6005,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",4.55
2017,GS,2017-12-31,916776000000,110051000000.0,110051000000.0,110051000000.0,315988000000.0,,89638000000.0,-8280000000.0,8280000000.0,4038000000.0,373000000.0,3665000000.0,248536000000.0,275000000.0,580321000000.0,-94002000000.0,,834533000000.0,133460000000.0,,,118667000000.0,88577000000.0,227579000000.0,,276982000000.0,30090000000.0,227579000000.0,365559000000.0,-239987000000.0,260492000000.0,82243000000.0,75392000000.0,91519000000.0,9000000.0,374808805.0,14331000000,42911000000,20367000000,12586000000.0,-2318000000,15309000000.0,,16649000000,,2932000000.0,13113000000.0,10181000000.0,29798000000.0,,,1152000000.0,11132000000,6846000000,10067000000.0,4286000000.0,3622000000.0,21313000000,22465000000.0,4286000000,19.8,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",30.06
2017,HD,2017-01-29,42966000000,17724000000.0,2538000000.0,2538000000.0,12549000000.0,2029000000.0,25333000000.0,21914000000.0,18512000000.0,2093000000.0,2093000000.0,2093000000.0,,,,608000000.0,1235000000.0,38633000000.0,14133000000.0,7000000000.0,1669000000.0,1252000000.0,710000000.0,24500000000.0,,44915000000.0,542000000.0,,45625000000.0,4212000000.0,1855000000.0,4333000000.0,40194000000.0,35519000000.0,88000000.0,1203000000.0,32313000000,94595000000,62282000000,62282000000.0,13427000000,17132000000.0,,18886000000,,-972000000.0,36000000.0,972000000.0,94595000000.0,36000000.0,1899000000.0,1754000000.0,12491000000,4534000000,972000000.0,7957000000.0,7988000000.0,13463000000,15217000000.0,7957000000,6.45,TRADE & SERVICES,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,15.52
2017,HON,2017-12-31,59470000000,26002000000.0,7059000000.0,10817000000.0,4613000000.0,8866000000.0,32738000000.0,5926000000.0,9261000000.0,22773000000.0,4496000000.0,18277000000.0,,1078000000.0,3758000000.0,1706000000.0,3372000000.0,42968000000.0,18861000000.0,6584000000.0,76000000.0,5309000000.0,3958000000.0,25668000000.0,,13924000000.0,1351000000.0,,17882000000.0,4770000000.0,5930000000.0,16502000000.0,15914000000.0,27481000000.0,958000000.0,750900000.0,12390000000,40309000000,34575000000,28144000000.0,4124000000,6087000000.0,1835000000.0,8835000000,151000000.0,-165000000.0,151000000.0,316000000.0,-225000000.0,963000000.0,717000000.0,398000000.0,6907000000,5362000000,316000000.0,1698000000.0,2016000000.0,4124000000,4522000000.0,1545000000,7.06,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,8.78
2017,IBM,2017-12-31,125356000000,49735000000.0,11972000000.0,12580000000.0,1583000000.0,31630000000.0,69446000000.0,11116000000.0,21215000000.0,40530000000.0,3742000000.0,36788000000.0,894000000.0,137000000.0,608000000.0,3942000000.0,,107631000000.0,37363000000.0,6451000000.0,15298000000.0,6987000000.0,1773000000.0,75565000000.0,,45052000000.0,5214000000.0,39837000000.0,46825000000.0,12374000000.0,9965000000.0,17594000000.0,163507000000.0,153126000000.0,54566000000.0,922179225.0,36943000000,79139000000,42196000000,41703000000.0,8813000000,19680000000.0,5590000000.0,27414000000,,-615000000.0,144000000.0,615000000.0,,216000000.0,3021000000.0,1520000000.0,11395000000,5642000000,615000000.0,5758000000.0,8559000000.0,12010000000,13530000000.0,5753000000,13.65,TECHNOLOGY,COMPUTER & OFFICE EQUIPMENT,9.12
